ticker,company,sector,industry,country,market_cap_usd,market_cap_fmt,pe_num,price_num,change_pct,volume_num
PINS,Pinterest Inc,Communication Services,Internet Content & Information,USA,14983870000,14.9839B,7.69,22.18,0.82,905
PIPR,Piper Sandler Co's,Financials,Capital Markets,USA,6178450000,6.1784B,26.3,349.27,0.92,349
PJT,PJT Partners Inc,Financials,Capital Markets,USA,8410310000,8.4103B,26.6,173,-0.57,306
PKBK,Parke Bancorp Inc,Financials,Banks - Regional,USA,327690000,327.6900M,8.95,28.26,0,0
PKE,Park Aerospace Corp,Industrials,Aerospace & Defense,USA,496350000,496.3500M,57.46,24.91,0,0
PKG,Packaging Corp Of America,Consumer Discretionary,Packaging & Containers,USA,20090080000,20.0901B,26.04,223.28,-0.2,106
PKOH,Park-Ohio Holdings Corp,Industrials,Specialty Industrial Machinery,USA,342100000,342.1000M,11.47,23.75,0,0
PL,Planet Labs PBC,Industrials,Aerospace & Defense,USA,7877980000,7.8780B,,23.63,3.41,74156
PLAB,"Photronics, Inc",Technology,Semiconductor Equipment & Materials,USA,2185390000,2.1854B,16.16,37,2.49,1701
PLAY,Dave & Buster's Entertainment Inc,Communication Services,Entertainment,USA,696380000,696.3800M,,20.08,0,0
PLBC,Plumas Bancorp,Financials,Banks - Regional,USA,361410000,361.4100M,11.44,51.96,0,0
PLMR,Palomar Holdings Inc,Financials,Insurance - Property & Casualty,USA,3292040000,3.2920B,19.38,124.22,0,0
PLNT,Planet Fitness Inc,Consumer Discretionary,Leisure,USA,7603550000,7.6036B,37.31,91.28,0,0
PLOW,Douglas Dynamics Inc,Consumer Discretionary,Auto Parts,USA,887300000,887.3000M,21.97,38.51,0,0
PLPC,Preformed Line Products Co,Industrials,Electrical Equipment & Parts,USA,1274830000,1.2748B,34.46,260.07,0,0
PLSE,Pulse Biosciences Inc,Healthcare,Medical Instruments & Supplies,USA,929090000,929.0900M,,13.71,0,0
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA,3.9167E+11,391.6704B,258.26,164.33,11.21,1841705
PLUG,Plug Power Inc,Industrials,Electrical Equipment & Parts,USA,2950270000,2.9503B,,2.12,1.92,341054
PLUS,ePlus Inc,Technology,Software - Application,USA,2301500000,2.3015B,19.59,87.05,0,0
PLXS,Plexus Corp,Technology,Electronic Components,USA,5484560000,5.4846B,31.85,204.96,0,0
PLYX,Polaryx Therapeutics Inc,Healthcare,Biotechnology,USA,1531450000,1.5314B,,32.35,-7.57,5610
PM,Philip Morris International Inc,Consumer Staples,Tobacco,USA,2.79136E+11,279.1365B,32.48,179.32,-0.34,871
PML,Pimco Municipal Income Fund II,Financials,Closed-End Fund - Debt,USA,968870000,968.8700M,,7.72,0,0
PMTR,Perimeter Acquisition Corp. I,Financials,Shell Companies,USA,319350000,319.3500M,,10.36,0,0
PNC,PNC Financial Services Group Inc,Financials,Banks - Regional,USA,88916100000,88.9161B,13.73,227.99,0.16,281
PNFP,Pinnacle Financial Partners Inc,Financials,Banks - Regional,USA,14837260000,14.8373B,12.46,98.13,0,0
PNNT,PennantPark Investment Corporation,Financials,Asset Management,USA,378060000,378.0600M,11.55,5.79,0,0
PNTG,Pennant Group Inc,Healthcare,Medical Care Facilities,USA,976230000,976.2300M,37.3,28.22,0,0
PNW,Pinnacle West Capital Corp,Utilities,Utilities - Regulated Electric,USA,10975610000,10.9756B,18.83,91.7,0,0
PODD,Insulet Corporation,Healthcare,Medical Devices,USA,18052420000,18.0524B,74.46,256.62,0,0
POLE,Andretti Acquisition Corp. II,Financials,Shell Companies,USA,312810000,312.8100M,33.66,10.6,0,0
POOL,Pool Corporation,Industrials,Industrial Distribution,USA,9420390000,9.4204B,23.08,252.9,-0.28,206
POR,Portland General Electric Co,Utilities,Utilities - Regulated Electric,USA,5636820000,5.6368B,18.18,50.11,0,0
POST,Post Holdings Inc,Consumer Staples,Packaged Foods,USA,5226930000,5.2269B,18.47,101.29,0,0
POWI,Power Integrations Inc,Technology,Semiconductors,USA,2574240000,2.5742B,148.2,46.52,0,0
POWL,"Powell Industries, Inc",Industrials,Electrical Equipment & Parts,USA,5324450000,5.3244B,29.53,438.57,-0.41,103
PPC,Pilgrim's Pride Corp,Consumer Staples,Packaged Foods,USA,10378450000,10.3785B,8.46,43.69,0,0
PPG,"PPG Industries, Inc",Materials,Specialty Chemicals,USA,26133620000,26.1336B,16.85,116.46,0,0
PPHC,Public Policy Holding Company Inc,Industrials,Consulting Services,USA,305450000,305.4500M,,12.13,-1.38,66
PPL,PPL Corp,Utilities,Utilities - Regulated Electric,USA,26497460000,26.4975B,24.37,35.82,0,0
PPT,Putnam Premier Income Trust,Financials,Closed-End Fund - Debt,USA,346910000,346.9100M,13.96,3.63,0,0
PPTA,Perpetua Resources Corp,Materials,Other Precious Metals & Mining,USA,3541620000,3.5416B,,29.06,6.1,11483
PR,Permian Resources Holdings Inc,Energy,Oil & Gas E&P,USA,13090570000,13.0906B,14.41,15.77,0.19,291
PRA,Proassurance Corporation,Financials,Insurance - Property & Casualty,USA,1257060000,1.2571B,37.36,24.45,0,0
PRAA,PRA Group Inc,Financials,Credit Services,USA,502130000,502.1300M,,12.87,0,0
PRAX,Praxis Precision Medicines Inc,Healthcare,Biotechnology,USA,8471810000,8.4718B,,309.11,0,0
PRCH,Porch Group Inc,Technology,Software - Application,USA,829270000,829.2700M,32.25,7.87,0,0
PRCT,Procept BioRobotics Corp,Healthcare,Medical Devices,USA,1646740000,1.6467B,,29.47,1.13,156
PRDO,Perdoceo Education Corporation,Consumer Staples,Education & Training Services,USA,2099490000,2.0995B,13.95,32.64,0,0
PRG,PROG Holdings Inc,Industrials,Rental & Leasing Services,USA,1315680000,1.3157B,8.44,33.27,0,0
PRGS,Progress Software Corp,Technology,Software - Infrastructure,USA,1726240000,1.7262B,24.57,40.99,0,0
PRI,Primerica Inc,Financials,Insurance - Life,USA,8444990000,8.4450B,12.14,264.6,-0.02,157
PRIM,Primoris Services Corp,Industrials,Engineering & Construction,USA,8258840000,8.2588B,30.2,152.85,0.01,9
PRK,Park National Corp,Financials,Banks - Regional,USA,2673330000,2.6733B,14.97,166.27,0,0
PRKS,United Parks & Resorts Inc,Consumer Discretionary,Leisure,USA,1951280000,1.9513B,10.95,35.77,0,0
PRLB,Proto Labs Inc,Industrials,Metal Fabrication,USA,1265630000,1.2656B,87.24,53.45,0,0
PRM,Perimeter Solutions Inc,Materials,Specialty Chemicals,USA,3875600000,3.8756B,62.19,26.2,0,0
PRMB,Primo Brands Corp,Consumer Staples,Beverages - Non-Alcoholic,USA,6892150000,6.8921B,,18.85,0,0
PRME,Prime Medicine Inc,Healthcare,Biotechnology,USA,698580000,698.5800M,,3.87,1.84,1071
PROK,ProKidney Corp,Healthcare,Biotechnology,USA,613700000,613.7000M,,2.04,0,0
PRSU,Pursuit Attractions and Hospitality Inc,Consumer Discretionary,Travel Services,USA,993310000,993.3100M,2.8,35.12,0,0
PRTC,PureTech Health Plc ADR,Healthcare,Biotechnology,USA,447390000,447.3900M,10.48,18.51,0,0
PRTH,Priority Technology Holdings Inc,Technology,Software - Infrastructure,USA,481400000,481.4000M,11.06,5.88,0,0
PRU,Prudential Financial Inc,Financials,Insurance - Life,USA,38685500000,38.6855B,15.15,110.53,-1.07,10
PRVA,Privia Health Group Inc,Healthcare,Health Information Services,USA,2879470000,2.8795B,164.86,23.41,0,0
PSBD,Palmer Square Capital BDC Inc,Financials,Asset Management,USA,373660000,373.6600M,27.33,11.87,0,0
PSEC,Prospect Capital Corp,Financials,Asset Management,USA,1299710000,1.2997B,,2.76,0,0
PSIX,Power Solutions International Inc,Industrials,Specialty Industrial Machinery,USA,1660100000,1.6601B,13.7,72.05,0,0
PSKY,Paramount Skydance Corp,Communication Services,Entertainment,USA,12339000000,12.3390B,,11.18,0,2306
PSMT,Pricesmart Inc,Consumer Staples,Discount Stores,USA,4420780000,4.4208B,29.29,143.46,0,0
PSN,Parsons Corp,Technology,Information Technology Services,USA,7277430000,7.2774B,19.45,68.34,0,0
PSNL,Personalis Inc,Healthcare,Diagnostics & Research,USA,830320000,830.3200M,,9.35,0,0
PSTG,Pure Storage Inc,Technology,Computer Hardware,USA,23478500000,23.4785B,187.72,71.11,1.09,2345
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,57512960000,57.5130B,39.01,142.74,0.35,1094
PTA,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,Financials,Closed-End Fund - Debt,USA,1085570000,1.0856B,12.05,19.64,0,0
PTC,PTC Inc,Technology,Software - Application,USA,19083050000,19.0831B,26.14,160.47,2.26,60
PTCT,PTC Therapeutics Inc,Healthcare,Biotechnology,USA,6011990000,6.0120B,8.75,74.88,0,0
PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling,USA,2878450000,2.8784B,,7.59,0,0
PTGX,Protagonist Therapeutics Inc,Healthcare,Biotechnology,USA,5191930000,5.1919B,131.12,83.05,0,0
PTLO,Portillos Inc,Consumer Discretionary,Restaurants,USA,425870000,425.8700M,15.62,5.65,0,0
PTON,Peloton Interactive Inc,Consumer Discretionary,Leisure,USA,2414930000,2.4149B,,5.78,0.35,4923
PTRN,Pattern Group Inc,Technology,Software - Application,USA,2449530000,2.4495B,,13.9,0,0
PTY,PIMCO Corporate & Income Opportunity Fund,Financials,Closed-End Fund - Debt,USA,2490740000,2.4907B,9.09,13,0,0
PUBM,PubMatic Inc,Technology,Software - Application,USA,334180000,334.1800M,,7.2,0,0
PUMP,ProPetro Holding Corp,Energy,Oil & Gas Equipment & Services,USA,1239470000,1.2395B,,11.92,0.76,4295
PURR,Hyperliquid Strategies Inc,Financials,Capital Markets,USA,736750000,736.7500M,,5.8,8.41,68014
PVH,PVH Corp,Consumer Discretionary,Apparel Manufacturing,USA,2876410000,2.8764B,9.42,62.8,0,0
PVLA,Palvella Therapeutics Inc,Healthcare,Biotechnology,USA,945740000,945.7400M,,79.9,0,0
PWP,Perella Weinberg Partners,Financials,Capital Markets,USA,1992760000,1.9928B,34.15,22.11,0,0
PWR,"Quanta Services, Inc",Industrials,Engineering & Construction,USA,71538350000,71.5383B,71.17,479.75,0.41,376
PX,P10 Inc,Financials,Asset Management,USA,1202460000,1.2025B,82.24,10.93,0,0
PXED,Phoenix Education Partners Inc,Consumer Staples,Education & Training Services,USA,1116420000,1.1164B,10.81,31.22,0,0
PYPL,PayPal Holdings Inc,Financials,Credit Services,USA,41365170000,41.3652B,8.87,44.21,-15.52,6182201
PZZA,"Papa John's International, Inc",Consumer Discretionary,Restaurants,USA,1106970000,1.1070B,29.77,33.76,-0.38,1
Q,Qnity Electronics Inc,Technology,Semiconductor Equipment & Materials,USA,21155780000,21.1558B,,101,0.33,845
QBTS,D-Wave Quantum Inc,Technology,Computer Hardware,USA,8035690000,8.0357B,,21.53,2.67,237451
QCOM,"Qualcomm, Inc",Technology,Semiconductors,USA,1.61809E+11,161.8088B,30.98,151.5,-0.73,36021
QCRH,"QCR Holding, Inc",Financials,Banks - Regional,USA,1555050000,1.5551B,12.31,92.35,0,0
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,USA,1900730000,1.9007B,,27.98,1.19,3
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA,4840870000,4.8409B,26.15,135,0,126
QNST,QuinStreet Inc,Communication Services,Advertising Agencies,USA,757070000,757.0700M,74.11,13.34,0,0
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,Financials,Closed-End Fund - Equity,USA,1379360000,1.3794B,10.62,28.25,0,0
QRVO,Qorvo Inc,Technology,Semiconductors,USA,7399770000,7.3998B,21.96,79.82,0,0
QS,QuantumScape Corp,Consumer Discretionary,Auto Parts,USA,5285510000,5.2855B,,8.79,1.27,31340
QTRX,Quanterix Corp,Healthcare,Medical Devices,USA,303620000,303.6200M,,6.5,0,0
QTWO,Q2 Holdings Inc,Technology,Software - Application,USA,3829970000,3.8300B,126.45,61.25,1.24,726
QUAD,Quad/Graphics Inc,Industrials,Specialty Business Services,USA,320280000,320.2800M,15.37,6.29,0,0
QUBT,Quantum Computing Inc,Technology,Computer Hardware,USA,2158310000,2.1583B,,9.63,3.1,64390
QXO,QXO Inc,Industrials,Industrial Distribution,USA,15712790000,15.7128B,,22.25,0.77,2239
R,"Ryder System, Inc",Industrials,Rental & Leasing Services,USA,8199670000,8.1997B,17.22,203.08,0,0
RA,Brookfield Real Assets Income Fund Inc,Financials,Closed-End Fund - Debt,USA,722180000,722.1800M,9.34,13.07,0,0
RAL,Ralliant Corp,Technology,Electronic Components,USA,6032860000,6.0329B,,53.48,0,0
RAMP,LiveRamp Holdings Inc,Technology,Software - Infrastructure,USA,1560030000,1.5600B,40.45,24.51,0,0
RAPP,Rapport Therapeutics Inc,Healthcare,Biotechnology,USA,1322600000,1.3226B,,27.75,0,0
RAPT,RAPT Therapeutics Inc,Healthcare,Biotechnology,USA,1598910000,1.5989B,,57.7,0.03,4
RARE,Ultragenyx Pharmaceutical Inc,Healthcare,Biotechnology,USA,2388780000,2.3888B,,24.76,0,0
RBA,RB Global Inc,Industrials,Specialty Business Services,USA,21207650000,21.2077B,54.49,114.21,0,0
RBB,RBB Bancorp,Financials,Banks - Regional,USA,363780000,363.7800M,11.64,21.34,0,0
RBBN,Ribbon Communications Inc,Technology,Software - Application,USA,487410000,487.4100M,,2.76,0,0
RBC,RBC Bearings Inc,Industrials,Tools & Accessories,USA,16031110000,16.0311B,61.88,507.13,0,0
RBCAA,"Republic Bancorp, Inc. (KY)",Financials,Banks - Regional,USA,1276660000,1.2767B,11.31,73.42,0,0
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,USA,47773010000,47.7730B,,68.06,0.86,14976
RBRK,Rubrik Inc,Technology,Software - Infrastructure,USA,11000280000,11.0003B,,54.96,0.94,10263
RCAT,Red Cat Holdings Inc,Industrials,Aerospace & Defense,USA,1667620000,1.6676B,,13.97,2.49,58459
RCKT,Rocket Pharmaceuticals Inc,Healthcare,Biotechnology,USA,379860000,379.8600M,,3.51,0.86,11292
RCL,Royal Caribbean Group,Consumer Discretionary,Travel Services,USA,91017960000,91.0180B,21.46,333.75,-0.09,1461
RCUS,Arcus Biosciences Inc,Healthcare,Biotechnology,USA,2679960000,2.6800B,,21.66,0,0
RDAG,Republic Digital Acquisition Co,Financials,Shell Companies,USA,385870000,385.8700M,,10.29,0,0
RDDT,Reddit Inc,Communication Services,Internet Content & Information,USA,34382110000,34.3821B,99.93,181.44,2.42,7350
RDN,"Radian Group, Inc",Financials,Insurance - Specialty,USA,4457590000,4.4576B,8.21,32.9,0,0
RDNT,Radnet Inc,Healthcare,Diagnostics & Research,USA,5484930000,5.4849B,,70.87,0,0
RDVT,Red Violet Inc,Technology,Software - Application,USA,632420000,632.4200M,58.28,44.89,0,0
RDW,Redwire Corporation,Industrials,Aerospace & Defense,USA,1879420000,1.8794B,,11.38,4.6,424148
REAL,Therealreal Inc,Consumer Discretionary,Luxury Goods,USA,1703560000,1.7036B,,14.6,-0.75,181
REGN,"Regeneron Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,79352200000,79.3522B,18.16,755.02,0,0
RELY,Remitly Global Inc,Technology,Software - Infrastructure,USA,2769860000,2.7699B,141.41,13.25,-0.6,3819
REPL,Replimune Group Inc,Healthcare,Biotechnology,USA,547140000,547.1400M,,6.97,0,0
REPX,Riley Exploration Permian Inc,Energy,Oil & Gas E&P,USA,613810000,613.8100M,6.85,27.94,0,0
RES,"RPC, Inc",Energy,Oil & Gas Equipment & Services,USA,1457990000,1.4580B,30.03,6.61,-0.15,2
REVG,REV Group Inc,Industrials,Farm & Heavy Construction Machinery,USA,3118710000,3.1187B,33.6,63.9,0,0
REX,REX American Resources Corp,Materials,Chemicals,USA,1130090000,1.1301B,22.94,34.31,0,0
REYN,Reynolds Consumer Products Inc,Consumer Discretionary,Packaging & Containers,USA,4860720000,4.8607B,16.01,23.11,0,0
REZI,Resideo Technologies Inc,Industrials,Industrial Distribution,USA,5299910000,5.2999B,,35.4,0,0
RF,Regions Financial Corp,Financials,Banks - Regional,USA,25499570000,25.4996B,12.66,29.08,-0.14,745
RGA,"Reinsurance Group Of America, Inc",Financials,Insurance - Reinsurance,USA,13481190000,13.4812B,15.85,205.15,0,0
RGEN,Repligen Corp,Healthcare,Medical Instruments & Supplies,USA,8506660000,8.5067B,5880.16,151.12,0,0
RGLD,"Royal Gold, Inc",Materials,Gold,USA,23038980000,23.0390B,37.42,272.98,5.21,2105
RGNX,Regenxbio Inc,Healthcare,Biotechnology,USA,545720000,545.7200M,,10.78,0,604
RGR,"Sturm, Ruger & Co., Inc",Industrials,Aerospace & Defense,USA,586270000,586.2700M,284.16,36.77,0,0
RGTI,Rigetti Computing Inc,Technology,Computer Hardware,USA,5989970000,5.9900B,,18.15,2.48,141342
RH,RH,Consumer Discretionary,Specialty Retail,USA,3675360000,3.6754B,35.28,195.73,0,0
RHI,Robert Half Inc,Industrials,Staffing & Employment Services,USA,3421110000,3.4211B,25.48,33.81,-0.65,417
RHLD,Resolute Holdings Management Inc,Industrials,Specialty Business Services,USA,1710230000,1.7102B,,200.59,0,0
RIGL,Rigel Pharmaceuticals,Healthcare,Biotechnology,USA,652360000,652.3600M,5.83,35.94,-0.19,125
RIOT,Riot Platforms Inc,Financials,Capital Markets,USA,5800200000,5.8002B,46.32,15.6,1.83,41330
RIVN,Rivian Automotive Inc,Consumer Discretionary,Auto Manufacturers,USA,17801530000,17.8015B,,14.52,0.55,14229
RJF,"Raymond James Financial, Inc",Financials,Asset Management,USA,33127550000,33.1276B,16.32,167.76,0.25,34
RKLB,Rocket Lab Corp,Industrials,Aerospace & Defense,USA,41338360000,41.3384B,,77.39,4.37,214886
RKT,Rocket Companies Inc,Financials,Mortgage Finance,USA,55613830000,55.6138B,248.74,19.75,5.22,133461
RL,Ralph Lauren Corp,Consumer Discretionary,Apparel Manufacturing,USA,21620820000,21.6208B,26.34,356.54,0,0
RLAY,Relay Therapeutics Inc,Healthcare,Biotechnology,USA,1405650000,1.4057B,,8.11,-0.49,17617
RLGT,"Radiant Logistics, Inc",Industrials,Integrated Freight & Logistics,USA,326380000,326.3800M,22.38,6.97,0,0
RLI,RLI Corp,Financials,Insurance - Property & Casualty,USA,5393630000,5.3936B,13.45,58.73,-0.02,9
RM,Regional Management Corp,Financials,Credit Services,USA,374040000,374.0400M,9.34,38.51,0,0
RMBS,Rambus Inc,Technology,Semiconductors,USA,11303270000,11.3033B,49.73,105,-7.66,316802
RMD,Resmed Inc,Healthcare,Medical Instruments & Supplies,USA,37110120000,37.1101B,25.18,254.74,0,0
RMNI,Rimini Street Inc,Technology,Software - Application,USA,324810000,324.8100M,7.71,3.54,1.72,25
RMT,Royce Micro-Cap Trust Inc,Financials,Closed-End Fund - Equity,USA,609550000,609.5500M,14.31,11.59,0,0
RNA,Avidity Biosciences Inc,Healthcare,Biotechnology,USA,10965520000,10.9655B,,72.74,0,0
RNG,RingCentral Inc,Technology,Software - Application,USA,2263090000,2.2631B,186.78,26.43,0,0
RNGR,Ranger Energy Services Inc,Energy,Oil & Gas Equipment & Services,USA,335880000,335.8800M,23.71,15.54,-2.26,2
RNGT,Range Capital Acquisition Corp II,Financials,Shell Companies,USA,313420000,313.4200M,,10.01,0,0
RNP,Cohen & Steers REIT & Preferred & Income Fund Inc,Financials,Closed-End Fund - Debt,USA,977690000,977.6900M,8.75,20.39,0,0
RNST,Renasant Corp,Financials,Banks - Regional,USA,3593710000,3.5937B,17.87,37.82,0,0
ROAD,Construction Partners Inc,Industrials,Engineering & Construction,USA,6451660000,6.4517B,62.61,114.2,0,0
ROCK,Gibraltar Industries Inc,Industrials,Building Products & Equipment,USA,1535040000,1.5350B,702.16,51.96,0,0
ROG,Rogers Corp,Technology,Electronic Components,USA,1762480000,1.7625B,,98,0,0
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,USA,48346270000,48.3463B,56.14,430,0.2,448
ROKU,Roku Inc,Communication Services,Entertainment,USA,14252130000,14.2521B,,96.46,0.29,2491
ROL,"Rollins, Inc",Consumer Discretionary,Personal Services,USA,30778780000,30.7788B,59.65,63.51,0,0
ROOT,Root Inc,Financials,Insurance - Property & Casualty,USA,989690000,989.6900M,20.47,63.84,0,10
ROP,Roper Technologies Inc,Technology,Software - Application,USA,39920570000,39.9206B,26.12,370.88,-0.46,1508
ROST,"Ross Stores, Inc",Consumer Discretionary,Apparel Retail,USA,61195780000,61.1958B,29.57,189.2,-0.48,187
RPAY,Repay Holdings Corporation,Technology,Software - Infrastructure,USA,569410000,569.4100M,,3.49,0,0
RPD,Rapid7 Inc,Technology,Software - Infrastructure,USA,772670000,772.6700M,34.09,11.8,0,0
RPM,"RPM International, Inc",Materials,Specialty Chemicals,USA,13769420000,13.7694B,20.71,107.51,0,0
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,24448130000,24.4481B,24.22,42.35,-0.02,122
RQI,"Cohen & Steers Quality Income Realty Fund, Inc",Financials,Closed-End Fund - Equity,USA,1642750000,1.6427B,8.79,12.22,0,0
RR,Richtech Robotics Inc,Industrials,Specialty Industrial Machinery,USA,793710000,793.7100M,,3.69,2.22,99225
RRBI,Red River Bancshares Inc,Financials,Banks - Regional,USA,590460000,590.4600M,13.68,87.39,0,0
RRC,Range Resources Corp,Energy,Oil & Gas E&P,USA,8318820000,8.3188B,14.74,35.11,-0.85,731
RRR,Red Rock Resorts Inc,Consumer Discretionary,Resorts & Casinos,USA,6705940000,6.7059B,22.44,63.35,0.02,570
RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery,USA,11519940000,11.5199B,44.88,173.52,2,322
RS,Reliance Inc,Materials,Steel,USA,17478490000,17.4785B,24.45,334.28,0.67,492
RSG,"Republic Services, Inc",Industrials,Waste Management,USA,66779060000,66.7791B,32.06,215.72,0,11
RSI,Rush Street Interactive Inc,Consumer Discretionary,Gambling,USA,4104190000,4.1042B,71.42,17.89,0,0
RSVR,Reservoir Media Inc,Communication Services,Entertainment,USA,486660000,486.6600M,51.07,7.42,0,0
RTAC,Renatus Tactical Acquisition Corp I,Financials,Shell Companies,USA,334050000,334.0500M,,10.72,0,0
RTX,RTX Corp,Industrials,Aerospace & Defense,USA,2.70286E+11,270.2862B,40.63,201.59,0.25,2151
RUM,Rumble Inc,Communication Services,Internet Content & Information,USA,2417830000,2.4178B,,5.56,0.72,3398
RUN,Sunrun Inc,Technology,Solar,USA,4269570000,4.2696B,,18.4,1.15,10802
RUSHA,Rush Enterprises Inc,Consumer Discretionary,Auto & Truck Dealerships,USA,5067100000,5.0671B,19.91,67.04,0,0
RVLV,Revolve Group Inc,Consumer Discretionary,Internet Retail,USA,1998780000,1.9988B,36.39,28.02,0.68,561
RVMD,Revolution Medicines Inc,Healthcare,Biotechnology,USA,18782950000,18.7829B,,97.16,0,0
RVT,Royce Small Cap Trust Inc,Financials,Closed-End Fund - Equity,USA,2091090000,2.0911B,13.04,17.48,0,0
RVTY,Revvity Inc,Healthcare,Diagnostics & Research,USA,11995140000,11.9951B,51.22,105.8,-1.2,6
RWAY,Runway Growth Finance Corp,Financials,Asset Management,USA,328460000,328.4600M,6.15,9.09,0,0
RXO,RXO Inc,Industrials,Trucking,USA,2542090000,2.5421B,,15.49,0,0
RXRX,Recursion Pharmaceuticals Inc,Healthcare,Biotechnology,USA,2222350000,2.2224B,,4.27,2.15,158985
RXST,RxSight Inc,Healthcare,Medical Devices,USA,363060000,363.0600M,,8.83,0,0
RYAM,Rayonier Advanced Materials Inc,Materials,Chemicals,USA,529340000,529.3400M,,7.9,0,0
RYAN,Ryan Specialty Holdings Inc,Financials,Insurance - Specialty,USA,12533300000,12.5333B,372.84,47.5,0,0
RYI,Ryerson Holding Corp,Industrials,Metal Fabrication,USA,944130000,944.1300M,,29.31,0,0
RYTM,Rhythm Pharmaceuticals Inc,Healthcare,Biotechnology,USA,7273560000,7.2736B,,108.99,0,0
RZLT,Rezolute Inc,Healthcare,Biotechnology,USA,300440000,300.4400M,,3.24,0,0
S,SentinelOne Inc,Technology,Software - Infrastructure,USA,4883910000,4.8839B,,14.37,-0.14,8878
SABR,Sabre Corp,Technology,Software - Infrastructure,USA,525200000,525.2000M,1.09,1.33,0,0
SAFT,"Safety Insurance Group, Inc",Financials,Insurance - Property & Casualty,USA,1177230000,1.1772B,13.43,79.04,0,0
SAH,"Sonic Automotive, Inc",Consumer Discretionary,Auto & Truck Dealerships,USA,2065400000,2.0654B,16.33,60.44,0,0
SAIA,Saia Inc,Industrials,Trucking,USA,9797830000,9.7978B,34.74,367.75,0,0
SAIC,Science Applications International Corp,Technology,Information Technology Services,USA,4552450000,4.5525B,12.87,100.88,0,0
SAIL,Sailpoint Inc,Technology,Software - Infrastructure,USA,8828760000,8.8288B,,15.72,0,0
SAM,"Boston Beer Co., Inc",Consumer Staples,Beverages - Brewers,USA,2273320000,2.2733B,25.14,213.29,0,0
SANA,Sana Biotechnology Inc,Healthcare,Biotechnology,USA,1222620000,1.2226B,,4.59,0,0
SANM,Sanmina Corp,Technology,Electronic Components,USA,8314690000,8.3147B,36.43,152.27,1.2,171
SAR,Saratoga Investment Corp,Financials,Asset Management,USA,388640000,388.6400M,9.81,24.02,0,0
SARO,StandardAero Inc,Industrials,Aerospace & Defense,USA,10388590000,10.3886B,56.3,31.06,0.39,98
SATL,Satellogic Inc,Industrials,Aerospace & Defense,USA,562900000,562.9000M,,3.94,7.07,117856
SATS,EchoStar Corp,Communication Services,Telecom Services,USA,34548040000,34.5480B,,120.01,2.97,30792
SBC,SBC Medical Group Holdings Inc,Industrials,Consulting Services,USA,504680000,504.6800M,11.7,4.92,0,0
SBCF,Seacoast Banking Corp. Of Florida,Financials,Banks - Regional,USA,3266480000,3.2665B,20.93,33.39,0,0
SBET,SharpLink Gaming Inc,Communication Services,Advertising Agencies,USA,1536170000,1.5362B,,7.81,0.26,21955
SBGI,Sinclair Inc,Communication Services,Broadcasting,USA,1009020000,1.0090B,,14.48,0,0
SBH,Sally Beauty Holdings Inc,Consumer Discretionary,Specialty Retail,USA,1595850000,1.5958B,8.59,16.24,0,0
SBR,Sabine Royalty Trust,Energy,Oil & Gas Midstream,USA,1033380000,1.0334B,13.04,70.88,0,0
SBSI,Southside Bancshares Inc,Financials,Banks - Regional,USA,995190000,995.1900M,14.47,33.1,0,0
SBUX,Starbucks Corp,Consumer Discretionary,Restaurants,USA,1.04155E+11,104.1548B,76.16,91.42,-0.29,4460
SBXE,SilverBox Corp V,Financials,Shell Companies,USA,343120000,343.1200M,,9.95,0,0
SBXE-U,SilverBox Corp V,Financials,Shell Companies,USA,346730000,346.7300M,,10.05,0,0
SCCO,Southern Copper Corporation,Materials,Copper,USA,1.65048E+11,165.0477B,43.33,201.5,4.51,10085
SCHL,Scholastic Corp,Communication Services,Publishing,USA,886390000,886.3900M,,34.84,0,0
SCHW,Charles Schwab Corp,Financials,Capital Markets,USA,1.86934E+11,186.9338B,22.58,105.2,0.03,539
SCI,Service Corp. International,Consumer Discretionary,Personal Services,USA,11295810000,11.2958B,21.73,80.58,0,0
SCL,Stepan Co,Materials,Specialty Chemicals,USA,1326380000,1.3264B,29.67,58.64,0,0
SCM,Stellus Capital Investment Corp,Financials,Asset Management,USA,362420000,362.4200M,11.49,12.52,0,0
SCSC,"Scansource, Inc",Technology,Electronics & Computer Distribution,USA,969640000,969.6400M,13.77,44.19,0,0
SCVL,"Shoe Carnival, Inc",Consumer Discretionary,Apparel Retail,USA,531620000,531.6200M,9.24,19.42,0,0
SD,Sandridge Energy Inc,Energy,Oil & Gas E&P,USA,579190000,579.1900M,8.79,15.75,0,0
